,age_type,gender_type,degree_type
14759,3,0,3
14760,2,0,0
14761,2,0,3
14762,3,0,3
14763,7,0,3
14764,1,0,0
14765,0,0,0
14766,2,0,3
14767,3,0,3
14768,0,4,0
14769,0,0,0
14770,3,0,3
14771,0,0,0
14772,3,0,1
14773,3,0,3
14774,5,0,3
14775,4,0,3
14776,1,0,3
14777,4,0,3
14778,0,0,0
14779,0,0,0
14780,1,0,0
14781,3,4,3
14782,5,0,1
14783,8,0,3
14784,2,0,3
14785,3,0,0
14786,2,0,3
14787,1,0,4
14788,7,0,3
14789,3,0,1
14790,4,0,3
14791,4,0,1
14792,0,0,0
14793,4,4,1
14794,2,4,3
14795,3,0,1
14796,1,4,0
14797,0,0,0
14798,3,0,0
14799,0,0,0
14800,9,0,1
14801,1,0,0
14802,2,0,2
14803,4,0,3
14804,5,0,6
14805,3,0,5
14806,1,0,0
14807,0,0,0
14808,3,0,1
14809,7,1,1
14810,2,0,3
14811,2,0,3
14812,4,4,3
14813,3,0,1
14814,4,0,1
14815,3,0,0
14816,0,0,0
14817,4,0,1
14818,0,0,6
14819,5,0,3
14820,1,0,0
14821,10,0,1
14822,0,0,0
14823,1,0,3
14824,3,0,0
14825,0,0,6
14826,2,0,0
14827,2,0,0
14828,0,4,0
14829,8,0,6
14830,1,0,0
14831,2,0,0
14832,1,0,0
14833,2,0,1
14834,2,0,3
14835,6,0,0
14836,1,4,0
14837,3,0,3
14838,1,0,3
14839,2,0,3
14840,1,4,0
14841,0,0,0
14842,3,4,0
14843,3,4,0
14844,1,0,3
14845,9,0,5
14846,0,4,3
14847,1,4,3
14848,0,4,0
14849,2,0,0
14850,2,0,0
14851,3,0,1
14852,1,0,0
14853,6,0,0
14854,0,0,0
14855,2,0,2
14856,2,0,0
14857,2,0,3
14858,4,4,0
14859,3,0,0
14860,1,0,3
14861,0,0,3
14862,0,0,6
14863,0,4,0
14864,1,0,0
14865,1,0,0
14866,3,0,3
14867,5,0,1
14868,1,0,3
14869,4,4,3
14870,6,0,6
14871,0,0,6
14872,1,0,3
14873,3,0,6
14874,0,4,0
14875,3,0,1
14876,4,0,6
14877,0,0,6
14878,3,0,6
14879,9,0,3
14880,7,4,6
14881,3,0,0
14882,6,4,3
14883,2,4,3
14884,0,0,0
14885,3,0,3
14886,3,0,3
14887,3,0,0
14888,6,0,3
14889,9,0,1
14890,1,0,6
14891,2,0,3
14892,5,0,0
14893,2,0,5
14894,0,0,6
14895,6,0,0
14896,7,0,4
14897,0,0,0
14898,9,0,1
14899,0,4,0
14900,1,0,3
14901,4,0,3
14902,0,0,0
14903,3,0,3
14904,4,0,3
14905,10,0,4
14906,4,0,0
14907,8,0,3
14908,3,4,3
14909,0,0,0
14910,0,0,0
14911,2,0,3
14912,5,0,0
14913,7,0,3
14914,0,4,0
14915,2,0,3
14916,1,0,0
14917,1,0,0
14918,2,4,3
14919,3,0,3
14920,4,0,1
14921,2,0,3
14922,1,4,3
14923,4,0,1
14924,1,0,3
14925,3,4,1
14926,4,0,3
14927,1,0,3
14928,2,0,3
14929,1,0,3
14930,4,2,2
14931,0,0,0
14932,1,0,0
14933,2,0,0
14934,1,0,0
14935,0,0,0
14936,1,0,0
14937,1,0,0
14938,2,4,1
14939,9,0,3
14940,5,0,1
14941,1,0,3
14942,3,0,1
14943,2,0,3
14944,3,0,3
14945,2,0,3
14946,7,0,1
14947,2,4,1
14948,2,0,0
14949,4,0,6
14950,5,4,3
14951,3,0,0
14952,0,0,0
14953,2,0,1
14954,0,0,0
14955,8,0,1
14956,2,0,3
14957,3,0,1
14958,8,4,3
14959,0,0,6
14960,3,0,1
14961,0,0,0
14962,0,0,0
14963,2,0,3
14964,6,0,0
14965,6,0,1
14966,1,0,3
14967,1,4,3
14968,5,0,3
14969,2,4,3
14970,1,0,0
14971,9,4,0
14972,2,0,0
14973,0,0,0
14974,4,4,3
14975,2,0,3
14976,3,0,1
14977,0,0,0
14978,4,4,1
14979,5,0,6
14980,0,0,0
14981,0,4,3
14982,2,0,3
14983,0,0,0
14984,4,0,1
14985,5,4,0
14986,9,0,0
14987,0,0,0
14988,1,0,0
14989,2,0,0
14990,5,0,0
14991,4,4,3
14992,2,0,3
14993,7,0,4
14994,0,0,0
14995,2,4,3
14996,4,0,3
14997,2,0,0
14998,7,4,0
14999,1,0,0
15000,3,0,1
15001,2,4,0
15002,3,0,3
15003,1,4,1
15004,2,0,3
15005,2,4,1
15006,9,0,3
15007,4,0,3
15008,1,0,6
15009,0,0,0
15010,4,4,3
15011,3,0,0
15012,1,0,0
15013,1,0,3
15014,0,0,0
15015,8,0,3
15016,3,0,0
15017,2,0,3
15018,2,4,1
15019,4,0,3
15020,7,0,3
15021,3,0,3
15022,3,0,6
15023,3,0,0
15024,2,0,2
15025,1,0,3
15026,2,0,6
15027,4,0,1
15028,4,4,3
15029,3,0,3
15030,0,4,6
15031,2,0,4
15032,3,4,3
15033,3,0,0
15034,3,0,0
15035,0,0,0
15036,4,4,3
15037,7,0,3
15038,8,4,3
15039,5,0,0
15040,9,0,0
15041,0,0,6
15042,0,0,0
15043,0,0,0
15044,4,0,4
15045,0,0,0
15046,2,0,1
15047,9,4,6
15048,2,0,3
15049,2,0,0
15050,0,0,6
15051,5,0,1
15052,1,0,3
15053,2,0,0
15054,2,0,0
15055,4,0,0
15056,2,0,3
15057,0,0,0
15058,1,2,0
15059,1,0,3
15060,3,0,1
15061,3,0,1
15062,1,0,3
15063,2,0,3
15064,6,0,2
15065,2,0,6
15066,4,0,3
15067,3,0,1
15068,0,0,0
15069,6,0,1
15070,1,0,0
15071,0,0,0
15072,2,0,1
15073,0,0,0
15074,0,4,0
15075,5,4,3
15076,8,0,5
15077,2,0,3
15078,2,0,6
15079,2,0,3
15080,4,0,0
15081,1,0,0
15082,2,0,3
15083,4,0,3
15084,0,0,0
15085,3,4,3
15086,3,0,1
15087,8,0,0
15088,4,0,3
15089,0,0,0
15090,1,4,0
15091,1,0,0
15092,2,0,3
15093,4,0,3
15094,1,0,3
15095,1,0,0
15096,1,0,6
15097,3,0,3
15098,3,0,3
15099,3,0,3
15100,0,0,6
15101,0,0,0
15102,1,0,0
15103,6,0,3
15104,1,0,0
15105,2,0,6
15106,1,2,3
15107,1,4,2
15108,2,4,1
15109,2,0,0
15110,3,0,3
15111,5,0,3
15112,2,0,0
15113,2,4,3
15114,3,0,3
15115,0,0,0
15116,0,4,0
15117,9,0,3
15118,0,2,6
15119,0,0,0
15120,2,0,1
15121,1,4,4
15122,9,0,1
15123,1,4,1
15124,4,0,3
15125,3,4,0
15126,8,0,1
15127,2,0,3
15128,2,0,3
15129,0,4,0
15130,2,0,3
15131,5,0,3
15132,5,0,0
15133,3,0,3
15134,0,0,0
15135,5,0,3
15136,4,0,4
15137,3,0,0
15138,2,0,3
15139,4,0,3
15140,5,4,3
15141,0,0,0
15142,2,0,3
15143,3,0,3
15144,3,2,0
15145,0,0,0
15146,5,0,3
15147,5,0,1
15148,3,0,0
15149,4,0,0
15150,0,0,3
15151,7,2,3
15152,6,4,1
15153,2,0,3
15154,3,0,3
15155,0,0,6
15156,1,0,3
15157,7,0,3
15158,1,0,0
15159,7,0,0
15160,1,0,3
15161,2,0,3
15162,0,0,0
15163,0,0,0
15164,0,0,0
15165,4,0,3
15166,5,0,3
15167,6,0,0
15168,9,0,3
15169,3,4,3
15170,2,0,3
15171,9,0,6
15172,3,0,3
15173,1,0,3
15174,0,0,0
15175,2,0,0
15176,7,0,4
15177,0,0,0
15178,0,0,0
15179,2,0,1
15180,1,0,3
15181,0,4,0
15182,5,0,3
15183,2,0,0
15184,4,0,6
15185,0,0,3
15186,4,0,2
15187,6,0,3
15188,3,4,3
15189,5,0,0
15190,7,4,0
15191,0,4,0
15192,8,0,3
15193,4,0,1
15194,7,0,3
15195,3,0,3
15196,0,0,0
15197,0,4,0
15198,0,0,0
15199,1,4,4
15200,3,0,3
15201,5,4,3
15202,0,0,0
15203,3,0,3
15204,2,0,1
15205,5,0,3
15206,1,4,0
15207,0,4,0
15208,0,0,0
15209,4,0,3
15210,1,0,0
15211,3,0,0
15212,1,4,6
15213,3,4,3
15214,2,0,0
15215,2,0,3
15216,4,0,1
15217,4,0,3
15218,5,0,0
15219,2,0,3
15220,3,0,0
15221,0,0,2
15222,6,0,3
15223,0,0,0
15224,6,0,0
15225,8,0,1
15226,1,0,0
15227,5,0,3
15228,2,4,3
15229,1,0,3
15230,1,4,0
15231,2,0,0
15232,2,4,3
15233,6,0,3
15234,3,0,3
15235,2,0,6
15236,1,2,0
15237,1,0,0
15238,2,0,6
15239,2,4,3
15240,4,0,3
15241,2,0,3
15242,2,4,0
15243,1,0,0
15244,2,0,6
15245,2,4,3
15246,1,0,3
15247,9,0,4
15248,3,0,0
15249,2,0,3
15250,0,4,0
15251,8,0,1
15252,5,0,1
15253,0,4,0
15254,3,0,3
15255,2,0,3
15256,1,0,3
15257,0,0,0
15258,0,0,0
15259,3,0,3
15260,2,0,0
15261,1,0,0
15262,3,4,0
15263,8,0,3
15264,1,0,3
15265,2,4,1
15266,1,0,3
15267,0,2,6
15268,6,0,3
15269,7,0,6
15270,6,0,3
15271,6,0,1
15272,1,0,0
15273,0,4,0
15274,2,0,3
15275,7,0,3
15276,5,0,2
15277,2,0,3
15278,7,0,3
15279,4,0,3
15280,3,0,3
15281,2,4,3
15282,0,0,6
15283,2,0,6
15284,9,0,0
15285,3,0,3
15286,3,0,3
15287,2,0,6
15288,0,4,0
15289,0,0,0
15290,4,4,3
15291,3,0,0
15292,2,0,3
15293,1,0,0
15294,2,0,0
15295,2,0,3
15296,4,0,3
15297,1,0,0
15298,4,0,1
15299,4,0,3
15300,9,0,3
15301,2,0,3
15302,5,0,4
15303,2,0,0
15304,1,4,0
15305,1,0,0
15306,3,4,1
15307,2,0,3
15308,2,0,0
15309,4,0,6
15310,0,0,0
15311,8,4,3
15312,1,0,0
15313,3,4,3
15314,3,0,3
15315,4,4,4
15316,2,0,1
15317,2,0,3
15318,1,0,0
15319,6,2,3
15320,1,0,3
15321,1,0,3
15322,0,0,0
15323,1,0,3
15324,2,0,0
15325,3,4,0
15326,1,0,0
15327,3,0,0
15328,5,0,3
15329,1,0,0
15330,8,0,0
15331,2,0,0
15332,8,0,1
15333,3,0,3
15334,0,0,0
15335,2,0,3
15336,0,0,0
15337,4,4,3
15338,2,0,0
15339,0,0,0
15340,0,0,3
15341,0,0,0
15342,0,4,0
15343,5,0,1
15344,3,4,3
15345,0,4,0
15346,5,4,3
15347,2,4,0
15348,9,0,3
15349,8,0,3
15350,5,0,3
15351,5,4,3
15352,1,4,3
15353,4,0,3
15354,3,4,0
15355,2,0,1
15356,2,4,0
15357,0,4,0
15358,8,0,0
15359,4,0,1
15360,2,0,6
15361,0,0,0
15362,6,0,1
15363,3,0,0
15364,2,0,3
15365,1,0,3
15366,5,0,0
15367,8,0,3
15368,6,0,1
15369,6,0,3
15370,0,4,0
15371,1,4,0
15372,3,0,0
15373,0,0,6
15374,7,0,0
15375,2,0,0
15376,2,4,3
15377,0,0,0
15378,1,0,3
15379,2,4,3
15380,6,0,1
15381,2,0,1
15382,8,0,6
15383,3,0,3
15384,3,0,3
15385,2,4,0
15386,3,4,1
15387,2,4,3
15388,4,0,0
15389,2,0,0
15390,1,4,3
15391,0,0,0
15392,9,0,3
15393,4,0,3
15394,1,4,3
15395,1,0,0
15396,1,0,3
15397,6,0,3
15398,4,0,2
15399,9,0,0
15400,9,0,6
15401,5,0,1
15402,2,0,2
15403,1,0,3
15404,1,0,0
15405,4,0,0
15406,2,0,3
15407,0,0,3
15408,6,4,3
15409,0,0,0
15410,8,0,6
15411,0,4,3
15412,4,0,1
15413,2,4,0
15414,2,0,0
15415,1,0,0
15416,3,0,3
15417,2,0,3
15418,2,0,3
15419,2,0,3
15420,4,0,4
15421,2,0,3
15422,3,0,0
15423,1,2,1
15424,3,4,3
15425,3,0,1
15426,1,0,3
15427,5,0,3
15428,8,0,3
15429,3,0,1
15430,0,0,0
15431,1,0,0
15432,4,0,3
15433,8,0,0
15434,1,0,6
15435,3,0,3
15436,4,0,4
15437,0,0,6
15438,1,0,6
15439,0,0,6
15440,0,0,0
15441,0,0,3
15442,2,2,3
15443,5,0,1
15444,5,0,3
15445,0,0,0
15446,0,0,0
15447,0,0,3
15448,3,0,1
15449,7,0,1
15450,1,0,0
15451,0,0,0
15452,4,2,3
15453,2,0,3
15454,1,4,0
15455,0,4,6
15456,0,0,3
15457,0,0,0
15458,3,0,0
15459,2,0,0
15460,3,0,3
15461,2,4,1
15462,2,0,3
15463,0,0,0
15464,0,0,0
15465,0,0,0
15466,0,4,6
15467,0,0,0
15468,0,0,0
15469,4,0,0
15470,6,0,5
15471,3,0,3
15472,3,0,4
15473,7,0,1
15474,1,0,0
15475,3,0,3
15476,2,1,4
15477,8,0,0
15478,1,0,0
15479,0,4,3
15480,2,2,3
15481,6,4,3
15482,4,0,3
15483,1,0,3
15484,1,4,0
15485,2,0,6
15486,1,0,3
15487,7,0,1
15488,0,0,3
15489,4,0,3
15490,9,0,1
15491,3,0,3
15492,0,4,3
15493,3,0,2
15494,1,0,3
15495,2,0,3
15496,3,0,0
15497,1,0,0
15498,0,0,0
15499,1,0,0
15500,0,4,3
15501,2,0,3
15502,2,0,1
15503,0,0,6
15504,2,0,0
15505,6,0,3
15506,2,0,3
15507,1,0,0
15508,1,0,0
15509,0,4,0
15510,4,4,0
15511,0,0,0
15512,6,0,1
15513,1,4,3
15514,2,4,0
15515,1,0,0
15516,0,0,0
15517,1,0,3
15518,0,0,6
15519,1,0,0
15520,2,0,4
15521,5,4,3
15522,1,4,0
15523,9,0,3
15524,1,0,0
15525,8,0,0
15526,2,4,0
15527,7,4,0
15528,6,0,3
15529,0,0,0
15530,1,4,3
15531,3,0,0
15532,4,0,1
15533,3,0,3
15534,1,2,3
15535,1,0,0
15536,2,0,3
15537,4,0,0
15538,2,4,0
15539,1,0,0
15540,4,0,3
15541,0,0,0
15542,1,0,3
15543,3,0,0
15544,2,0,3
15545,5,0,0
15546,0,4,0
15547,0,0,6
15548,8,4,3
15549,0,0,0
15550,2,0,0
15551,4,4,6
15552,0,0,0
15553,0,0,0
15554,0,0,6
15555,3,0,3
15556,3,0,3
15557,1,0,0
15558,0,0,0
15559,2,0,0
15560,1,0,0
15561,2,0,1
15562,6,0,3
15563,5,4,2
15564,0,4,2
15565,2,0,6
15566,0,0,3
15567,5,0,6
15568,7,2,5
15569,1,0,3
15570,0,0,0
15571,7,0,3
15572,4,4,3
15573,3,0,0
15574,6,0,3
15575,7,0,5
15576,1,0,3
15577,8,0,3
15578,6,0,0
15579,6,4,3
15580,7,0,3
15581,4,0,3
15582,1,0,0
15583,2,0,0
15584,5,0,3
15585,6,0,3
15586,0,0,0
15587,3,0,4
15588,3,4,3
15589,0,0,6
15590,1,0,3
15591,5,0,0
15592,1,4,3
15593,1,0,0
15594,1,4,0
15595,1,0,0
15596,2,0,3
15597,2,0,3
15598,1,0,0
15599,5,0,3
15600,6,0,2
15601,3,0,1
15602,7,0,0
15603,0,0,0
15604,2,4,3
15605,6,0,3
15606,0,0,0
15607,4,0,1
15608,5,0,3
15609,5,0,3
15610,5,0,3
15611,1,4,0
15612,0,0,0
15613,3,0,3
15614,0,4,0
15615,4,0,3
15616,3,0,6
15617,2,0,3
15618,9,0,3
15619,2,0,0
15620,1,4,0
15621,5,0,3
15622,7,0,6
15623,1,1,3
15624,3,0,3
15625,0,0,0
15626,4,0,3
15627,3,0,3
15628,1,0,3
15629,8,0,3
15630,3,4,5
15631,4,0,3
15632,1,0,3
15633,5,0,0
15634,0,0,3
15635,1,0,3
15636,8,0,3
15637,4,0,1
15638,2,0,3
15639,3,0,3
15640,0,0,0
15641,2,0,0
15642,1,4,3
15643,2,0,3
15644,3,0,6
15645,3,3,3
15646,0,4,0
15647,4,0,3
15648,0,0,0
15649,3,0,3
15650,5,0,0
15651,0,0,3
15652,5,0,2
15653,0,0,4
15654,1,4,0
15655,1,0,3
15656,0,0,3
15657,2,4,3
15658,0,0,0
15659,2,0,3
15660,1,0,0
15661,1,4,0
15662,4,0,1
15663,0,0,0
15664,1,0,0
15665,3,4,3
15666,1,0,3
15667,2,0,0
15668,3,0,3
15669,0,0,0
15670,0,4,6
15671,5,4,0
15672,3,0,3
15673,1,0,0
15674,3,0,0
15675,1,0,0
15676,1,0,0
15677,2,4,0
15678,1,0,0
15679,4,0,0
15680,4,0,3
15681,5,0,3
15682,2,0,0
15683,2,4,6
15684,5,4,3
15685,0,4,6
15686,5,0,0
15687,4,4,0
15688,4,0,3
15689,4,0,3
15690,5,4,1
15691,7,0,3
15692,1,0,3
15693,1,0,6
15694,6,0,0
15695,1,0,3
15696,0,4,6
15697,2,0,3
15698,0,0,6
15699,3,4,0
15700,2,0,0
15701,9,0,1
15702,4,0,6
15703,8,0,1
15704,0,0,0
15705,0,0,4
15706,2,4,0
15707,5,2,1
15708,1,0,3
15709,5,4,3
15710,4,0,3
15711,5,0,3
15712,0,4,6
15713,1,0,0
15714,0,2,0
15715,5,2,1
15716,0,0,0
15717,1,0,0
15718,1,0,3
15719,1,4,0
15720,0,0,0
15721,1,0,0
15722,6,0,1
15723,2,0,0
15724,0,0,4
15725,2,0,0
15726,5,0,0
15727,7,0,6
15728,5,2,3
15729,2,0,0
15730,5,0,0
15731,0,0,3
15732,2,0,0
15733,0,0,0
15734,5,0,3
15735,7,0,1
15736,2,0,3
15737,1,0,0
15738,0,0,0
15739,5,0,1
15740,1,0,3
15741,3,0,0
15742,0,0,0
15743,9,0,3
15744,0,0,0
15745,1,0,2
15746,6,0,1
15747,2,0,0
15748,5,0,3
15749,0,0,0
15750,2,0,0
15751,6,0,3
15752,2,0,1
15753,1,4,2
15754,1,4,0
15755,4,0,0
15756,1,0,0
15757,10,0,1
15758,7,0,1
15759,0,0,6
15760,2,4,0
15761,1,0,0
15762,8,0,1
15763,5,0,3
15764,5,0,1
15765,7,0,0
15766,0,0,0
15767,5,0,3
15768,0,0,0
15769,5,4,3
15770,0,0,3
15771,3,0,3
15772,0,0,0
15773,3,0,3
15774,3,4,1
15775,3,0,3
15776,4,0,3
15777,6,4,0
15778,8,4,6
15779,0,0,0
15780,4,0,4
15781,3,0,3
15782,9,0,0
15783,3,0,3
15784,3,0,3
15785,1,0,0
15786,2,0,1
15787,0,0,0
15788,0,4,6
15789,0,0,6
15790,0,0,0
15791,6,0,1
15792,1,0,3
15793,6,0,0
15794,3,4,3
15795,2,0,0
15796,2,0,0
15797,6,4,0
15798,0,0,0
15799,0,0,0
15800,2,0,0
15801,2,0,3
15802,2,4,5
15803,1,0,6
15804,1,0,3
15805,4,0,0
15806,6,0,3
15807,4,0,3
15808,5,0,0
15809,6,0,1
15810,0,0,0
15811,4,0,1
15812,2,2,3
15813,8,4,0
15814,4,0,3
15815,5,0,3
15816,6,0,3
15817,2,0,0
15818,3,0,0
15819,6,0,3
15820,3,4,1
15821,4,0,1
15822,1,0,3
15823,3,4,3
15824,3,0,3
15825,1,4,0
15826,1,4,3
15827,5,4,3
15828,2,0,3
15829,8,0,0
15830,1,0,0
15831,4,4,3
15832,3,0,3
15833,5,4,0
15834,6,0,3
15835,1,0,0
15836,2,0,3
15837,1,4,3
15838,2,0,6
15839,4,4,3
15840,2,0,0
15841,6,0,1
15842,3,4,2
15843,0,4,3
15844,9,0,5
15845,7,0,3
15846,2,4,0
15847,2,0,0
15848,2,0,3
15849,5,4,3
15850,1,0,3
15851,0,0,2
15852,9,0,0
15853,2,4,3
15854,2,0,0
15855,2,4,3
15856,3,0,0
15857,1,0,0
15858,1,0,6
15859,2,0,0
15860,4,0,3
15861,3,0,6
15862,3,0,0
15863,2,0,5
15864,2,1,3
15865,2,0,0
15866,3,0,1
15867,0,4,0
15868,3,4,3
15869,0,1,6
15870,7,2,6
15871,2,0,1
15872,2,4,0
15873,2,0,3
15874,6,0,4
15875,1,4,3
15876,1,2,3
15877,0,0,0
15878,0,0,3
15879,8,0,1
15880,6,0,3
15881,7,2,0
15882,1,0,6
15883,0,4,0
15884,0,0,0
15885,0,2,0
15886,2,0,0
15887,1,4,0
15888,3,4,1
15889,1,2,6
15890,4,0,3
15891,5,0,1
15892,3,0,1
15893,3,0,5
15894,1,0,0
15895,3,0,3
15896,4,0,0
15897,3,0,0
15898,6,0,0
15899,2,4,3
15900,2,4,1
15901,4,0,3
15902,6,0,1
15903,5,4,3
15904,2,0,3
15905,6,4,0
15906,4,4,3
15907,0,0,0
15908,9,0,1
15909,3,4,3
15910,2,0,0
15911,0,0,3
15912,1,0,0
15913,1,0,0
15914,1,4,0
15915,2,4,3
15916,0,0,3
15917,2,0,0
15918,3,4,3
15919,0,0,0
15920,2,0,3
15921,0,0,2
15922,1,0,0
15923,2,2,1
15924,2,0,3
15925,6,2,2
15926,2,4,3
15927,7,0,6
15928,2,4,0
15929,1,0,0
15930,4,0,3
15931,1,4,0
15932,4,0,1
15933,1,0,0
15934,10,0,5
15935,4,4,1
15936,4,4,1
15937,2,4,1
15938,1,4,0
15939,0,0,0
15940,4,0,6
15941,1,4,0
15942,1,0,3
15943,2,0,3
15944,1,0,3
15945,0,0,0
15946,1,0,0
15947,6,0,5
15948,4,0,1
15949,2,0,3
15950,0,2,3
15951,2,0,3
15952,0,0,0
15953,0,0,3
15954,0,0,3
15955,0,0,0
15956,7,0,0
15957,2,0,3
15958,9,0,3
15959,2,0,3
15960,3,0,0
15961,2,0,3
15962,1,4,0
15963,2,4,0
15964,3,4,0
15965,2,0,0
15966,3,0,3
15967,1,4,0
15968,2,2,3
15969,3,4,0
15970,2,0,0
15971,7,0,3
15972,4,4,1
15973,1,0,0
15974,2,0,3
15975,4,0,3
15976,0,0,6
15977,0,0,0
15978,0,0,0
15979,7,0,0
15980,2,0,3
15981,1,0,0
15982,3,0,0
15983,7,0,1
15984,1,0,0
15985,3,4,3
15986,2,0,0
15987,2,0,6
15988,5,0,1
15989,5,0,3
15990,6,0,0
15991,3,0,3
15992,0,0,0
15993,4,0,0
15994,2,0,0
15995,1,0,0
15996,0,0,6
15997,0,0,0
15998,6,4,3
15999,5,0,3
16000,1,0,0
16001,9,0,3
16002,0,2,0
16003,7,0,3
16004,1,0,0
16005,2,0,3
16006,1,0,0
16007,2,0,3
16008,3,0,3
16009,4,0,3
16010,5,0,5
16011,3,0,0
16012,3,0,1
16013,9,0,1
16014,0,0,3
16015,5,0,3
16016,0,0,2
16017,5,0,3
16018,0,0,3
16019,5,0,1
16020,8,0,1
16021,5,0,3
16022,3,3,1
16023,0,0,6
16024,4,3,3
16025,5,0,3
16026,0,0,0
16027,0,0,3
16028,2,0,3
16029,1,0,4
16030,0,0,0
16031,0,0,1
16032,7,4,3
16033,3,0,0
16034,4,0,3
16035,0,0,3
16036,3,0,0
16037,2,0,3
16038,4,0,3
16039,1,0,3
16040,0,4,0
16041,2,0,0
16042,6,0,3
16043,5,0,3
16044,4,0,0
16045,0,0,0
16046,3,0,3
16047,5,0,0
16048,6,0,1
16049,3,0,6
16050,6,0,3
16051,0,0,0
16052,1,0,4
16053,1,0,5
16054,0,4,0
16055,2,0,0
16056,0,0,6
16057,0,0,3
16058,7,0,3
16059,2,0,1
16060,2,0,3
16061,1,0,0
16062,6,0,1
16063,0,0,0
16064,2,0,3
16065,1,4,0
16066,7,0,3
16067,8,0,1
16068,6,0,0
16069,4,0,3
16070,3,0,1
16071,1,0,0
16072,2,0,0
16073,3,0,0
16074,0,0,0
16075,1,0,3
16076,5,0,6
16077,1,4,0
16078,4,0,0
16079,8,0,0
16080,4,0,1
16081,5,0,3
16082,1,0,3
16083,0,4,0
16084,7,4,2
16085,5,0,0
16086,2,0,3
16087,2,0,2
16088,5,4,3
16089,2,4,0
16090,6,0,3
16091,1,0,0
16092,2,0,0
16093,7,0,1
16094,5,0,3
16095,7,0,3
16096,1,0,3
16097,7,0,0
16098,0,0,0
16099,4,0,1
16100,2,0,0
16101,2,4,3
16102,3,4,6
16103,4,0,0
16104,0,0,6
16105,2,0,0
16106,0,0,0
16107,1,4,6
16108,3,0,6
16109,3,0,6
16110,2,4,3
16111,8,0,0
16112,3,0,0
16113,5,0,0
16114,2,0,3
16115,1,0,3
16116,7,0,1
16117,1,4,3
16118,1,0,3
16119,5,4,0
16120,0,1,0
16121,2,0,3
16122,0,0,6
16123,0,0,0
16124,0,0,3
16125,2,0,6
16126,0,0,5
16127,0,0,0
16128,7,0,6
16129,0,4,2
16130,4,0,0
16131,0,0,3
16132,6,0,0
16133,1,0,0
16134,5,0,3
16135,0,0,0
16136,1,0,3
16137,3,0,4
16138,3,0,3
16139,6,0,3
16140,2,0,0
16141,2,4,3
16142,0,4,0
16143,7,0,1
16144,0,0,4
16145,0,0,0
16146,2,4,0
16147,1,0,3
16148,0,0,3
16149,1,0,0
16150,1,0,0
16151,1,0,3
16152,0,0,0
16153,5,0,4
16154,3,0,3
16155,1,0,6
16156,6,0,3
16157,1,0,0
16158,0,0,6
16159,1,0,3
16160,1,0,3
16161,1,0,0
16162,8,0,3
16163,2,0,3
16164,2,0,0
16165,3,0,3
16166,0,4,0
16167,3,0,0
16168,0,0,0
16169,7,4,3
16170,1,4,3
16171,1,0,3
16172,7,0,0
16173,1,0,3
16174,1,0,0
16175,5,0,3
16176,6,0,3
16177,2,0,3
16178,2,4,3
16179,5,0,1
16180,2,0,3
16181,1,4,3
16182,2,0,3
16183,1,0,3
16184,2,4,0
16185,5,0,1
16186,7,0,3
16187,1,0,3
16188,0,0,3
16189,2,0,3
16190,3,0,1
16191,1,0,1
16192,0,0,0
16193,2,0,3
16194,3,4,3
16195,2,0,0
16196,8,0,6
16197,7,0,1
16198,3,2,3
16199,4,0,0
16200,0,0,6
16201,2,4,0
16202,4,0,0
16203,0,4,0
16204,0,0,0
16205,3,0,0
16206,3,0,1
16207,2,0,3
16208,0,0,0
16209,0,0,6
16210,3,0,3
16211,4,0,3
16212,5,0,3
16213,1,4,2
16214,3,0,3
16215,0,4,0
16216,2,0,0
16217,0,0,0
16218,1,0,0
16219,0,0,0
16220,10,1,0
16221,2,0,0
16222,5,4,1
16223,1,4,0
16224,1,0,3
16225,2,0,3
16226,3,4,1
16227,1,4,6
16228,3,0,5
16229,0,0,0
16230,0,0,0
16231,6,0,6
16232,2,0,2
16233,1,0,0
16234,0,4,0
16235,2,0,0
16236,5,0,5
16237,3,0,4
16238,6,0,3
16239,1,0,6
16240,2,0,0
16241,2,0,3
16242,1,0,0
16243,3,0,0
16244,6,0,0
16245,6,0,1
16246,3,0,0
16247,3,0,0
16248,2,0,2
16249,0,0,0
16250,0,0,0
16251,5,0,0
16252,0,0,0
16253,0,0,0
16254,0,0,3
16255,8,0,3
16256,2,4,3
16257,3,0,0
16258,5,4,3
16259,4,4,1
16260,2,4,3
16261,0,0,6
16262,5,0,3
16263,0,4,0
16264,2,0,3
16265,1,4,0
16266,1,4,0
16267,0,0,0
16268,5,0,3
16269,3,0,0
16270,2,4,3
16271,3,0,3
16272,3,0,3
16273,6,0,0
16274,5,0,1
16275,6,0,3
16276,2,0,0
16277,2,0,3
16278,1,4,3
16279,2,0,3
16280,0,0,0
16281,2,0,0
16282,5,0,1
16283,5,0,3
16284,4,0,3
16285,1,4,0
16286,3,0,1
16287,7,0,0
16288,0,4,0
16289,2,0,0
16290,6,0,3
16291,1,0,3
16292,8,0,0
16293,8,4,0
16294,6,0,3
16295,1,0,3
16296,1,0,0
16297,1,0,0
16298,3,4,3
16299,0,0,0
16300,2,0,3
16301,3,0,3
16302,3,4,3
16303,7,0,0
16304,0,0,0
16305,0,0,0
16306,6,4,6
16307,1,0,3
16308,1,0,0
16309,2,0,3
16310,2,0,3
16311,7,4,1
